QA,Tactic,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,w_p,logRR_norm,phi_norm,Score_default,Score_minus_conf
Time behaviour,Standardization scaling,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Standardized package-based dependency management,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,State-based decision making,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Task priorization,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,"Thread for synchronous, blocking operation",1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Node masking,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Weight grouping,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Imitation learning,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Model pool for deployment,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Ablation,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Huffman coding,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Rule-based decision making,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Separation of I/O operations,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Binary and ternary weights training,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Later local processing of encoded features,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Adaptive model scheduling,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Adaptive batching,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Competing models ,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Prediction combination of multi-models,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Cache preloading,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Cloud compression and edge reconstruction,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Straggler mitigation,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Signal overwriting,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Model fusion,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Analysis cooldown,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Policy conversion,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Convolution unfolding,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Asynchronous communication,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Sensor ring architecture,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Centralized configuration,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Post-hoc uncertainty calibration ,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Explicit interfaces,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Hardware simulation,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Heartbeat,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Hardware-driven software design,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Matrix-multiplication optimization,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,High-level synthesis,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Device registry,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Classification confidence analysis,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Principal component analysis ,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Package compression,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Mutual exclusion,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Pull-based processing,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,On-device testing,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Classification analysis below threshold,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Long-running automatic testing,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Lightweight model,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,Lightweight framework usage,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,User-in-the-loop,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Time behaviour,User-controlled system reset,1,0,86,133,220,87,1,0.46303656079378397,0.9347244335629932,0.0835495541630221,0.39545454545454556,0.1343011427345292,0.4360655737704918,0.0835495541630221,0.01615648131059686,0.034892452731809756
Capacity,Quantization-aware training,1,3,23,193,220,24,4,0.47962067632936145,0.8534898306351246,0.061507936507936505,0.3721343865505833,0.14310006591938623,0.40259740259740256,0.061507936507936505,0.015926645001507027,0.03320675230975656
Capacity,End-to-end learning,1,3,23,193,220,24,4,0.47962067632936145,0.8534898306351246,0.061507936507936505,0.3721343865505833,0.14310006591938623,0.40259740259740256,0.061507936507936505,0.015926645001507027,0.03320675230975656
Capacity,Ternary weights,1,3,23,193,220,24,4,0.47962067632936145,0.8534898306351246,0.061507936507936505,0.3721343865505833,0.14310006591938623,0.40259740259740256,0.061507936507936505,0.015926645001507027,0.03320675230975656
Confidentiality,Regularization,1,6,13,200,220,14,7,0.48313126236956183,0.8504326591925749,0.0588333232978597,0.37304596503975473,0.1427458843629314,0.4013157894736841,0.0588333232978597,0.015867091622467525,0.032842196020696136
Confidentiality,Transfer learning,1,6,13,200,220,14,7,0.48313126236956183,0.8504326591925749,0.0588333232978597,0.37304596503975473,0.1427458843629314,0.4013157894736841,0.0588333232978597,0.015867091622467525,0.032842196020696136
Safety,Task-level parallelism on CNN layer-level,1,8,10,201,220,11,9,0.4848643207030773,0.8520484631458015,0.05790997831580411,0.37530186661651826,0.14187309185232475,0.4019933554817276,0.05790997831580411,0.01581819127523297,0.03262395395952379
Ressource utilization,Distillation learning,8,3,113,96,220,121,11,0.9121558900201394,0.29649270213393575,0.08174807300235427,0.3523686385573098,0.1510009171767064,0.14716981132075468,0.08174807300235427,0.015765159894260722,0.017283405245470316
Functional correctness,Modular system design,4,1,115,100,220,119,5,0.8033195186411726,0.40256234845020317,0.07928781691542668,0.3777465411287528,0.14093316787614787,0.19860627177700357,0.07928781691542668,0.01573080133576502,0.0195822471267397
Functional correctness,Edge compute hardware,4,1,115,100,220,119,5,0.8033195186411726,0.40256234845020317,0.07928781691542668,0.3777465411287528,0.14093316787614787,0.19860627177700357,0.07928781691542668,0.01573080133576502,0.0195822471267397
Functional correctness,Retraining for fine tuning,4,1,115,100,220,119,5,0.8033195186411726,0.40256234845020317,0.07928781691542668,0.3777465411287528,0.14093316787614787,0.19860627177700357,0.07928781691542668,0.01573080133576502,0.0195822471267397
Ressource utilization,Edge compute hardware,4,1,117,98,220,121,5,0.805977895075467,0.3853205420156968,0.07663341497861714,0.38191975416249435,0.13934262596258903,0.19031141868512105,0.07663341497861714,0.01498989691010695,0.01859839705492591
Ressource utilization,Retraining for fine tuning,4,1,117,98,220,121,5,0.805977895075467,0.3853205420156968,0.07663341497861714,0.38191975416249435,0.13934262596258903,0.19031141868512105,0.07663341497861714,0.01498989691010695,0.01859839705492591
Ressource utilization,Feature encoding,4,1,117,98,220,121,5,0.805977895075467,0.3853205420156968,0.07663341497861714,0.38191975416249435,0.13934262596258903,0.19031141868512105,0.07663341497861714,0.01498989691010695,0.01859839705492591
Ressource utilization,Input resolution adjustment,4,1,117,98,220,121,5,0.805977895075467,0.3853205420156968,0.07663341497861714,0.38191975416249435,0.13934262596258903,0.19031141868512105,0.07663341497861714,0.01498989691010695,0.01859839705492591
